Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Coast Guard","","Administrative Tort","","13-LC-0700","13-LC-0700","201403212","035482014","04/23/2014","3034.37","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3034.37","N",
"Natl Oceanic & Atmos","","Administrative Tort","","INTENTIONALLY BLANK","","201403213","037112014","05/01/2014","5947.21","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","5947.21","N",
"Department of the Army","","Administrative Tort","","14-011-T041","14-011-T041","201403214","032132014","04/07/2014","11500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","11500.00","N",
"Coast Guard","","Administrative Tort","","12-LC-0330","12-LC-0330","201403215","036192014","04/25/2014","15156.07","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","15156.07","N",
"Coast Guard","","Administrative Tort","","13-LC-0693","13-LC-0693","201403216","036202014","04/25/2014","2630.06","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2630.06","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-NY-2470620","197C-NY-2470620","201403218","031042014","04/01/2014","3451.38","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3451.38","N",
"Department of the Army","","Administrative Tort","","12371T022","12371T022","201403222","030202014","03/26/2014","3931.16","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3931.16","N",
"Department of Veterans Affairs","","Administrative Tort","","316/2911","316/2911","201403226","037162014","05/01/2014","11017.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","11017.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL3201651","GCL3201651","201403227","036032014","04/25/2014","35000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","35000.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-NY-2566750","197C-NY-2566750","201403228","036212014","04/25/2014","2972.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2972.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-DL-A4492184","197C-DL-A4492184","201403233","037122014","05/01/2014","8944.79","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8944.79","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","ICEOPLA 90/1-14.020","ICEOPLA 90/1-14.020","201403234","045212014","06/12/2014","5000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5000.00","N",
"Bureau of Prisons","","Administrative Tort","","2013 - 05489","2013 - 05489","201403236","033682014","04/18/2014","178.25","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","178.25","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-LV-A3658243","197C-LV-A3658243","201403242","038332014","05/12/2014","18274.05","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","18274.05","N",
"Social Security Administration","","Administrative Tort","","1527433","1527433","201403243","038602014","05/14/2014","7600.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","7600.00","N",
"Department of Veterans Affairs","","Administrative Tort","","101-2616","101-2616","201403247","031282014","04/02/2014","275000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","275000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","01 4503","01 4503","201403249","036292014","05/01/2014","10000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","101-1678","101-1678","201403251","032162014","04/07/2014","500000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","500000.00","N",
"Bureau of Prisons","","Administrative Tort","","2014-01427","2014-01427","201403252","030152014","03/26/2014","64.35","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","64.35","N",
"Secret Service at Homeland Security","","Administrative Tort","","305-809-44981-S","305-809-44981-S","201403255","032172014","04/07/2014","2943.63","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2943.63","N",
"Secret Service at Homeland Security","","Administrative Tort","","403-809-175007-S","403-809-175007-S","201403256","032222014","04/09/2014","11500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","11500.00","N",
"Department of the Army","","Administrative Tort","","14291T024","14291T024","201403257","033502014","04/14/2014","6648.31","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6648.31","N",
"Fed Bureau of Invest","","Administrative Tort","","NONE PROVIDED","NONE PROVIDED","201403264","038582014","05/14/2014","2959.49","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2959.49","N",
"Department of the Army","","Administrative Tort","","12-012-T013","12-012-T013","201403266","038562014","05/15/2014","225000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","225000.00","N",
"Customs and Border Protection","","Administrative Tort","","13-01456","13-01456","201403267","034722014","04/23/2014","13870.90","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","13870.90","N",
"Bureau of Prisons","","Administrative Tort","","TRT-WXR-2014-02225","TRT-WXR-2014-02225","201403268","037132014","05/01/2014","205.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","205.00","N",
"Department of Veterans Affairs","","Administrative Tort","","662GCL3946","662GCL3946","201403269","036402014","05/05/2014","50000.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","50000.00","N",
"Bureau of Prisons","","Administrative Tort","","2014-00344","2014-00344","201403281","030162014","03/26/2014","44.80","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","44.80","N",
"Bureau of Prisons","","Administrative Tort","","2014-01067","2014-01067","201403284","030212014","03/26/2014","37.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","37.00","N",
"Department of Navy","","Administrative Tort","","J130313","J130313","201403291","030812014","03/28/2014","175000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","175000.00","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","2014-3654","2014-3654","201403294","031802014","04/04/2014","8500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8500.00","N",
"Department of Navy","","Administrative Tort","","J140652","J140652","201403295","031772014","04/04/2014","9416.81","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9416.81","N",
"Department of the Army","","Administrative Tort","","14-011-T047","14-011-T047","201403296","031792014","04/04/2014","9794.40","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9794.40","N",
"Department of the Army","","Administrative Tort","","14-011-T044","14-011-T044","201403297","031782014","04/04/2014","8097.48","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8097.48","N",
"Department of Navy","","Administrative Tort","","J131883","J131883","201403298","031762014","04/14/2014","3184.42","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3184.42","N",
"Department of Navy","","Administrative Tort","","J140920","J140920","201403300","031752014","04/14/2014","3724.48","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3724.48","N",
"Bureau of Prisons","","Administrative Tort","","2013-007882","2013-007882","201403302","030492014","03/27/2014","400.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","400.00","N",
"Department of Veterans Affairs","","Administrative Tort","","528-3496","528-3496","201403304","030482014","03/27/2014","3125.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","3125.00","N",
"Department of the Army","","Administrative Tort","","14-261-T041","14-261-T041","201403305","030602014","03/28/2014","2607.22","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2607.22","N",
"Department of the Air Force","","Administrative Tort","","13-22557","13-22557","201403306","030532014","03/28/2014","4526.08","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4526.08","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-SD-A3204157","197C-SD-A3204157","201403308","030722014","03/28/2014","14938.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","14938.00","N",
"Department of the Army","","Administrative Tort","","14251T021","14251T021","201403309","030612014","03/28/2014","8687.07","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8687.07","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NCR-2014-02138","TRT-NCR-2014-02138","201403310","030752014","03/28/2014","114.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","114.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NCR-2014-01997","TRT-NCR-2014-01997","201403311","030622014","03/28/2014","160.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","160.00","N",
"Department of the Air Force","","Administrative Tort","","14-6120","14-6120","201403313","031612014","04/03/2014","2893.10","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","2893.10","N",
"Department of Navy","","Administrative Tort","","J131680","J131680","201403316","031702014","04/14/2014","30000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","30000.00","N",
"Department of the Air Force","","Administrative Tort","","11-5275","11-5275","201403317","031332014","04/02/2014","3757.08","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3757.08","N",
"Animal & Plant Hlth","","Administrative Tort","","144-13","144-13","201403319","030892014","03/28/2014","2929.01","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2929.01","N",
"Department of the Army","","Administrative Tort","","12-211-T086","12-211-T086","201403322","043822014","05/29/2014","14631.43","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","14631.43","N",
"Department of Navy","","Administrative Tort","","J131693","J131693","201403323","031692014","04/14/2014","21000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","21000.00","N",
"Department of the Army","","Administrative Tort","","13-211-T069","13-211-T069","201403325","046122014","06/19/2014","7414.98","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7414.98","N",
"DHS - TSA  Trans. SEC. Admin.","","Administrative Tort","","2013052103770","2013052103770","201403330","031092014","04/01/2014","2667.20","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2667.20","N",
"Department of Veterans Affairs","","Administrative Tort","","3017","3017","201403331","031002014","04/01/2014","25000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","25000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","SC-4911","SC-4911","201403332","032452014","04/09/2014","5600.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5600.00","N",
"Bureau of Prisons","","Administrative Tort","","2013-07758","2013-07758","201403336","031302014","04/02/2014","6.50","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","6.50","N",
"Department of the Army","","Administrative Tort","","14-8635","14-8635","201403341","032432014","04/09/2014","3721.88","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","3721.88","N",
"Secret Service at Homeland Security","","Administrative Tort","","203-809-43166-S","203-809-43166-S","201403342","039022014","05/14/2014","7100.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7100.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-LA-A4442116","197C-LA-A4442116","201403350","032952014","04/09/2014","9504.04","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9504.04","N",
"Department of Veterans Affairs","","Administrative Tort","","101-3172","101-3172","201403352","032372014","04/09/2014","300000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","300000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL516-SC3489","GCL516-SC3489","201403357","044602014","06/09/2014","225000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","225000.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197CWFA2924366","197CWFA2924366","201403358","033162014","04/10/2014","2965.33","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2965.33","N",
"Department of Veterans Affairs","","Administrative Tort","","SC011738","SC011738","201403361","032672014","04/10/2014","58055.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","58055.00","N",
"Department of Veterans Affairs","","Administrative Tort","","SC011738","SC011738","201403361","032682014","04/11/2014","2197.33","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","2197.33","N",
"Department of the Army","","Administrative Tort","","13101T037","13101T037","201403362","032232014","04/11/2014","1121.76","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","1121.76","N",
"Customs and Border Protection","","Administrative Tort","","IN-2013-03320","IN-2013-03320","201403368","034402014","04/18/2014","3022.66","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3022.66","N",
"Department of the Army","","Administrative Tort","","14-421-t025","14-421-t025","201403369","032812014","04/09/2014","5647.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5647.00","N",
"Department of the Army","","Administrative Tort","","11-K02-T023","11-K02-T023","201403370","075972014","09/09/2014","350000.00","10-USC-2733              ","Military Claims Act","0.00","","","0.00","","","0.00","","","350000.00","N",
"Forest Service","","Administrative Tort","","2013060010-001","2013060010-001","201403377","032362014","04/14/2014","8012.12","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8012.12","N",
"Forest Service","","Administrative Tort","","2013060010-002","2013060010-002","201403378","032352014","04/09/2014","11068.88","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","11068.88","N",
"Department of Navy","","Administrative Tort","","J131352","J131352","201403379","032342014","04/09/2014","4543.11","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4543.11","N",
"Department of the Army","","Administrative Tort","","13-201-T013","13-201-T013","201403383","032332014","04/09/2014","55000.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","55000.00","N",
"Department of Navy","","Administrative Tort","","J140788","J140788","201403384","032322014","04/09/2014","3741.72","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3741.72","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL516-SC3759","GCL516-SC3759","201403386","032782014","04/09/2014","60000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","60000.00","N",
"Department of the Air Force","","Administrative Tort","","14-4993","14-4993","201403387","052412014","06/25/2014","15331.19","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","15331.19","N",
"Fed Bureau of Invest","","Administrative Tort","","197CWFA3196080","197CWFA3196080","201403389","032922014","04/09/2014","11087.21","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","11087.21","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","2014-2623","2014-2623","201403394","033962014","04/18/2014","3175.34","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3175.34","N",
"Fed Bureau of Invest","","Administrative Tort","","391261","391261","201403397","033102014","04/10/2014","14900.12","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","14900.12","N",
"Department of Veterans Affairs","","Administrative Tort","","101-2234","101-2234","201403401","036352014","05/01/2014","300000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","300000.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-WF-A3546128","197C-WF-A3546128","201403404","032482014","04/09/2014","6000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6000.00","N",
"Forest Service","","Administrative Tort","","2013050071-001","2013050071-001","201403406","032282014","04/09/2014","3077.65","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3077.65","N",
"Bureau of Prisons","","Administrative Tort","","2013-05830","2013-05830","201403408","032802014","04/09/2014","69.20","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","69.20","N",
"Bureau of Prisons","","Administrative Tort","","2013-00501","2013-00501","201403410","032792014","04/09/2014","79.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","79.00","N",
"Department of Navy","","Administrative Tort","","J140646","J140646","201403411","032272014","04/09/2014","13050.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","13050.00","N",
"Department of Navy","","Administrative Tort","","J140387","J140387","201403412","032262014","04/09/2014","4300.19","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4300.19","N",
"Department of the Army","","Administrative Tort","","14-161-T023","14-161-T023","201403413","032702014","04/09/2014","6781.84","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6781.84","N",
"Department of the Army","","Administrative Tort","","12172T032","12172T032","201403420","032462014","04/09/2014","22000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","22000.00","N",
"Department of the Army","","Administrative Tort","","14P05T022","14P05T022","201403422","032882014","04/09/2014","4221.76","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4221.76","N",
"Customs and Border Protection","","Administrative Tort","","2012-01541","","201403425","033472014","05/09/2014","2930.18","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2930.18","N",
"Office of Personnel Management","","Administrative Tort","","OPM-0019","OPM-0019","201403431","033812014","04/17/2014","2721.27","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2721.27","N",
"Department of the Army","","Administrative Tort","","2014-432-T003","2014-432-T003","201403433","036822014","05/01/2014","2758.50","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2758.50","N",
"Department of Veterans Affairs","","Administrative Tort","","518-3850","518-3850","201403434","033012014","04/10/2014","5922.60","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5922.60","N",
"Customs and Border Protection","","Administrative Tort","","IN-2013-02770","IN-2013-02770","201403436","034412014","04/18/2014","944.80","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","944.80","N",
"Customs and Border Protection","","Administrative Tort","","IN-2013-02926","IN-2013-02926","201403437","035452014","04/23/2014","1000.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","1000.00","N",
"Department of Navy","","Administrative Tort","","J140365","J140365","201403440","033372014","04/14/2014","3261.06","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3261.06","N",
"Office of Personnel Management","","Administrative Tort","","OPM-0018","OPM-0018","201403443","033832014","04/17/2014","5231.18","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5231.18","N",
"Customs and Border Protection","","Administrative Tort","","IN-2013-02761","IN-2013-02761","201403444","034422014","04/18/2014","131.04","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","131.04","N",
"Department of Veterans Affairs","","Administrative Tort","","VC 4465","VC 4465","201403445","033312014","04/14/2014","55000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","55000.00","N",
"Department of Navy","","Administrative Tort","","J130817","J130817","201403448","033252014","04/14/2014","20000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","20000.00","N",
"Department of the Army","","Administrative Tort","","14-061-T029","14-061-T029","201403451","033092014","04/10/2014","3093.82","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3093.82","N",
"Department of Veterans Affairs","","Administrative Tort","","VC-4551","VC-4551","201403452","033232014","04/10/2014","150000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","150000.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-WXR-2013-04989","TRT-WXR-2013-04989","201403453","033452014","05/09/2014","185.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","185.00","N",
"Natl Park Service","","Administrative Tort","","INTENTIONALLY BLANK","","201403455","034462014","04/18/2014","9203.14","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9203.14","N",
"Office of Personnel Management","","Administrative Tort","","OPM-0020","OPM-0020","201403459","033722014","04/17/2014","2611.19","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2611.19","N",
"Bureau of Prisons","","Administrative Tort","","TRT-MXR-2014-01760","TRT-MXR-2014-01760","201403461","064512014","07/15/2014","15.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","15.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-MXR-2014-01746","TRT-MXR-2014-01746","201403462","033072014","04/10/2014","50.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","50.00","N",
"Department of the Air Force","","Administrative Tort","","12-3978","12-3978","201403463","040252014","05/21/2014","6050.25","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6050.25","N",
"Department of the Army","","Administrative Tort","","12-091-T031","12-091-T031","201403464","060202014","07/03/2014","30000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","30000.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SER-2013-01719 & 04181","TRT-SER-2013-01719 & 04181","201403467","035882014","04/24/2014","25.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","25.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SER-2013-00304","TRT-SER-2013-00304","201403468","035872014","04/24/2014","19.67","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","19.67","N",
"Bureau of Prisons","","Administrative Tort","","TRT-MXR-2013-07581","TRT-MXR-2013-07581","201403469","034852014","04/24/2014","144.90","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","144.90","N",
"Bureau of Prisons","","Administrative Tort","","TRT-WXR-2013-03527","TRT-WXR-2013-03527","201403470","033192014","04/10/2014","100.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","100.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-MXR-2013-03862","TRT-MXR-2013-03862","201403471","034012014","04/18/2014","9.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","9.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SCR-2013-07811","TRT-SCR-2013-07811","201403472","033262014","04/14/2014","205.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","205.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NER-2013-03687","TRT-NER-2013-03687","201403473","033292014","04/14/2014","200.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","200.00","N",
"Natl Park Service","","Administrative Tort","","TC-SF-13-36","TC-SF-13-36","201403477","033872014","04/17/2014","10019.06","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10019.06","N",
"Department of Veterans Affairs","","Administrative Tort","","4651","4651","201403479","033902014","04/17/2014","60000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","60000.00","N",
"Department of Navy","","Administrative Tort","","J120177","J120177","201403488","034112014","04/18/2014","8000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","521GCL48092","521GCL48092","201403489","039072014","05/15/2014","50000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","50000.00","N",
"Department of the Army","","Administrative Tort","","14371T005","14371T005","201403490","034102014","04/18/2014","26000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","26000.00","N",
"Department of the Air Force","","Administrative Tort","","14-9186","14-9186","201403498","034172014","04/18/2014","3685.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3685.00","N",
"Bureau of Prisons","","Administrative Tort","","2013-03031","2013-03031","201403499","033622014","04/16/2014","15.09","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","15.09","N",
