Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Department of Veterans Affairs","","Administrative Tort","","GCL67484769","GCL67484769","201003643","073922010","06/03/2010","3300.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","3300.00","N",
"Department of the Army","","Administrative Tort","","09241T041","09241T041","201003644","072532010","05/26/2010","6401.91","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6401.91","N",
"Bur of Labor Stat","","Administrative Tort","","2010-02BLS","","201003646","079182010","06/15/2010","3177.92","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3177.92","N",
"Bur of Indian Affair","","Administrative Tort","","TSP R011-093","","201003650","075382010","06/02/2010","6275.05","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6275.05","N",
"Department of Navy","","Administrative Tort","","J100997","J100997","201003651","073352010","05/26/2010","4303.50","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4303.50","N",
"Bur of Indian Affair","","Administrative Tort","","BIA.PN.11175","","201003658","093982010","07/20/2010","10000.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","101-13994","101-13994","201003659","073372010","05/26/2010","250000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","250000.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NCR-2010-00166","TRT-NCR-2010-00166","201003661","073052010","05/26/2010","94.70","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","94.70","N",
"Coast Guard","","Administrative Tort","","10-32-LC-0213","10-32-LC-0213","201003662","073092010","05/26/2010","4679.16","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4679.16","N",
"Department of Veterans Affairs","","Administrative Tort","","101-11431","101-11431","201003663","073392010","05/26/2010","300000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","300000.00","N",
"Geological Survey","","Administrative Tort","","TC-SF-10-10","","201003664","073072010","05/26/2010","3000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3000.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SER-2007-06264","TRT-SER-2007-06264","201003667","072792010","05/25/2010","30000.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","30000.00","N",
"FEMA","","Administrative Tort","","090000005","","201003669","073312010","05/26/2010","7782.56","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7782.56","N",
"Department of Veterans Affairs","","Administrative Tort","","GCLaws 518-57313","GCLaws 518-57313","201003670","073742010","05/26/2010","145000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","145000.00","N",
"Department of the Army","","Administrative Tort","","09-011-T132","09-011-T132","201003671","077002010","06/08/2010","6661.28","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6661.28","N",
"Rural Development","","Administrative Tort","","NONE PROVIDED","NONE PROVIDED","201003677","073012010","05/25/2010","5656.58","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5656.58","N",
"Department of the Air Force","","Administrative Tort","","08-897/898","08-897/898","201003678","073232010","05/26/2010","45000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","45000.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SER-2009-03945","TRT-SER-2009-03945","201003680","076412010","06/09/2010","72.72","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","72.72","N",
"Bureau of Prisons","","Administrative Tort","","2009-05066","2009-05066","201003684","073152010","05/26/2010","202.65","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","202.65","N",
"Department of the Army","","Administrative Tort","","10-011-T048","10-011-T048","201003685","073422010","05/26/2010","21134.24","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","21134.24","N",
"Treasury IG for Tax Admin","","Administrative Tort","","2009-1289-02","2009-1289-02","201003686","077262010","06/09/2010","20000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","20000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL-51648","GCL-51648","201003687","074022010","06/02/2010","125000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","125000.00","N",
"Department of Navy","","Administrative Tort","","J101239","J101239","201003693","074202010","06/02/2010","5335.79","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5335.79","N",
"Fish & Wildlife Svc","","Administrative Tort","","T-D-10-0032","T-D-10-0032","201003695","073172010","05/26/2010","4981.66","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4981.66","N",
"Bureau of Prisons","","Administrative Tort","","2009-06283","2009-06283","201003696","073132010","05/26/2010","24.75","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","24.75","N",
"Department of the Air Force","","Administrative Tort","","10-42","10-42","201003697","074782010","06/02/2010","5688.89","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5688.89","N",
"Department of Veterans Affairs","CIV-09-CV-1297-HA","Administrative Tort","","NOT SUBMITTED","NOT SUBMITTED","201003702","078962010","06/15/2010","50000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","50000.00","N",
"Department of the Army","","Administrative Tort","","08-372-T051","08-372-T051","201003704","076822010","06/09/2010","13000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","13000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","642-37657","642-37657","201003707","073602010","05/26/2010","150000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","150000.00","N",
"Department of the Air Force","","Administrative Tort","","09-54","09-54","201003710","079602010","06/17/2010","4800.44","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","4800.44","N",
"Department of Navy","","Administrative Tort","","J101639","J101639","201003712","074742010","06/03/2010","4368.27","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4368.27","N",
"Department of the Army","","Administrative Tort","","10-201-T076","10-201-T076","201003723","073622010","05/26/2010","5000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","gcl 55538","gcl 55538","201003728","077062010","06/08/2010","150000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","150000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","32062973","32062973","201003730","073562010","05/26/2010","100000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","100000.00","N",
"Department of the Air Force","","Administrative Tort","","08-569","08-569","201003731","074722010","06/03/2010","7381.06","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7381.06","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL67484490","GCL67484490","201003732","077672010","06/11/2010","5260.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5260.00","N",
"Department of Navy","","Administrative Tort","","J101547","J101547","201003737","075562010","06/03/2010","6197.87","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6197.87","N",
"Customs and Border Protection","","Administrative Tort","","IN-2009-04880","IN-2009-04880","201003738","088282010","07/08/2010","3344.65","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3344.65","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-00960","IN-2010-00960","201003741","077752010","06/15/2010","500.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","500.00","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-00021","IN-2010-00021","201003742","075302010","06/09/2010","60.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","60.00","N",
"Natl Park Service","","Administrative Tort","","NPS.SE.0018, TC-01883","NPS.SE.0018, TC-01883","201003743","075342010","06/03/2010","3931.28","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","3931.28","N",
"Adm Ofc of US Courts","","Administrative Tort","","N/A","N/A","201003744","074662010","06/02/2010","5553.97","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5553.97","N",
"Department of Navy","","Administrative Tort","","J101086","J101086","201003745","074642010","06/03/2010","3250.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3250.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL33951055","GCL33951055","201003748","076492010","06/07/2010","20000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","20000.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SER-2010-00720","TRT-SER-2010-00720","201003751","074902010","06/09/2010","11.55","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","11.55","N",
"Department of the Army","","Administrative Tort","","10-171-T012","10-171-T012","201003753","074582010","06/03/2010","7426.12","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7426.12","N",
"Department of Navy","","Administrative Tort","","J101594","J101594","201003755","078862010","06/11/2010","4518.98","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4518.98","N",
"Department of Navy","","Administrative Tort","","J100445","J100445","201003758","074522010","06/02/2010","19500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","19500.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL65766702","GCL65766702","201003759","074502010","06/02/2010","150000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","150000.00","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","ICEOPLA 90/1-10.082","ICEOPLA 90/1-10.082","201003760","075522010","06/03/2010","2791.11","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2791.11","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","ICEOPLA 90/1-10.079","ICEOPLA 90/1-10.079","201003762","075542010","06/02/2010","2954.95","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2954.95","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","Intentionally Blank","Intentionally Blank","201003763","076552010","06/07/2010","6907.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6907.00","N",
"Department of the Army","","Administrative Tort","","10-171-T011","10-171-T011","201003764","074482010","06/02/2010","5480.27","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5480.27","N",
"Bureau of Prisons","","Administrative Tort","","2010-00157","2010-00157","201003766","074462010","06/09/2010","29.11","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","29.11","N",
"Marshals Service","","Administrative Tort","","N/A","","201003768","082792010","06/25/2010","2905.51","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","2905.51","N",
"Department of Navy","","Administrative Tort","","J101643","J101643","201003770","074302010","06/02/2010","3497.71","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3497.71","N",
"Natural Resource C","","Administrative Tort","","48100000004","48100000004","201003771","074982010","06/02/2010","7530.91","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7530.91","N",
"Department of the Army","","Administrative Tort","","09291T028","09291T028","201003775","076332010","06/04/2010","5000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5000.00","N",
"Department of the Army","","Administrative Tort","","09291T029","09291T029","201003776","076452010","06/04/2010","5000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5000.00","N",
"Department of the Army","","Administrative Tort","","09291T064","09291T064","201003777","074542010","06/03/2010","2622.87","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2622.87","N",
"Animal & Plant Hlth","","Administrative Tort","","A-112-10","","201003779","075322010","06/03/2010","3834.20","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3834.20","N",
"Department of the Army","","Administrative Tort","","10-301-T095","10-301-T095","201003792","085342010","06/28/2010","3103.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3103.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GC339-47466","GC339-47466","201003794","075402010","06/02/2010","150000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","150000.00","N",
"Department of the Army","","Administrative Tort","","09-061T-056","09-061T-056","201003796","076352010","06/04/2010","8940.37","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8940.37","N",
"Department of Navy","","Administrative Tort","","J101413","J101413","201003797","077472010","06/11/2010","2519.82","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2519.82","N",
"Department of Navy","","Administrative Tort","","J091511","J091511","201003800","076672010","06/07/2010","16500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","16500.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL339R6583","GCL339R6583","201003803","079082010","06/15/2010","50000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","50000.00","N",
"Forest Service","","Administrative Tort","","2009050174-001","2009050174-001","201003804","078802010","06/11/2010","3178.64","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3178.64","N",
"Department of the Air Force","","Administrative Tort","","MAFB 10-25","MAFB 10-25","201003809","075622010","06/02/2010","3571.72","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","3571.72","N",
"Department of Navy","","Administrative Tort","","J101642","J101642","201003811","077732010","06/11/2010","3352.42","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3352.42","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-00888","IN-2010-00888","201003814","077772010","06/11/2010","3513.19","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3513.19","N",
"Fish & Wildlife Svc","","Administrative Tort","","10-210","10-210","201003819","076312010","06/04/2010","3023.36","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3023.36","N",
"Department of Veterans Affairs","","Administrative Tort","","362-60369","362-60369","201003823","077692010","06/11/2010","65000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","65000.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-RH-54726","197C-RH-54726","201003824","077652010","06/11/2010","14294.49","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","14294.49","N",
"Department of the Army","","Administrative Tort","","10151T035","10151T035","201003826","078152010","06/11/2010","3121.46","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3121.46","N",
"Natl Park Service","","Administrative Tort","","TC-SF-10-06","TC-SF-10-06","201003827","075962010","06/04/2010","5983.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","5983.00","N",
"Natl Park Service","","Administrative Tort","","TC-SF-10-11","TC-SF-10-11","201003828","077242010","06/09/2010","3542.46","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","3542.46","N",
"Department of the Army","","Administrative Tort","","10131T007","10131T007","201003829","083052010","06/17/2010","18000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","18000.00","N",
"Internal Revenue Service/S&E","","Administrative Tort","","IRS 09-142","IRS 09-142","201003830","091692010","07/09/2010","4754.58","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4754.58","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SCR-2010-00695","TRT-SCR-2010-00695","201003831","078372010","06/15/2010","99.99","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","99.99","N",
"Internal Revenue Service/S&E","","Administrative Tort","","IRS 10-013","IRS 10-013","201003833","076802010","06/09/2010","3791.60","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3791.60","N",
"Animal & Plant Hlth","","Administrative Tort","","A-124-10","","201003838","077572010","06/11/2010","4763.62","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4763.62","N",
"Department of the Army","","Administrative Tort","","Not Submitted","Not Submitted","201003839","078232010","06/11/2010","2502.47","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2502.47","N",
"Department of the Army","","Administrative Tort","","10172T028","10172T028","201003840","077552010","06/11/2010","3626.60","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3626.60","N",
"Department of the Army","","Administrative Tort","","10-171-T060","10-171-T060","201003841","077532010","06/11/2010","7044.21","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7044.21","N",
"Department of Navy","","Administrative Tort","","J101229","J101229","201003845","078132010","06/11/2010","3040.37","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3040.37","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","None Provided","None Provided","201003847","076712010","06/09/2010","3000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3000.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-LA-255529","197C-LA-255529","201003848","077792010","06/11/2010","3095.44","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3095.44","N",
"Department of Navy","","Administrative Tort","","J101303","J101303","201003851","078192010","06/11/2010","3247.21","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3247.21","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","ICEOPLA 90/1-08.306","ICEOPLA 90/1-08.306","201003852","077142010","06/08/2010","45000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","45000.00","N",
"Bureau of Prisons","","Administrative Tort","","trt-ser-2010-00019","trt-ser-2010-00019","201003853","077162010","06/15/2010","100.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","100.00","N",
"Natl Park Service","","Administrative Tort","","NPS.PN.11302","NPS.PN.11302","201003857","079102010","06/15/2010","2851.79","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2851.79","N",
"Department of the Army","","Administrative Tort","","10-0410T026","10-0410T026","201003858","075842010","06/04/2010","6500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6500.00","N",
"Department of the Air Force","","Administrative Tort","","AFB 10-10","AFB 10-10","201003859","075862010","06/03/2010","5925.77","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5925.77","N",
"Customs and Border Protection","","Administrative Tort","","IN-2009-03783","IN-2009-03783","201003863","078732010","06/28/2010","167.33","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","167.33","N",
"Department of the Army","","Administrative Tort","","09-282-T009","09-282-T009","201003864","076532010","06/07/2010","300000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","300000.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-PG-78660","197C-PG-78660","201003865","075802010","06/02/2010","3702.96","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3702.96","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL-40931","GCL-40931","201003869","091982010","07/14/2010","15000.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","15000.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SCR-2010-00912","TRT-SCR-2010-00912","201003870","077512010","06/15/2010","13.50","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","13.50","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 339 48969","GCL 339 48969","201003872","079022010","06/15/2010","40000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","40000.00","N",
"Department of the Army","","Administrative Tort","","06-122-T006","06-122-T006","201003873","077102010","06/07/2010","7809.31","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","7809.31","N",
"Department of the Army","","Administrative Tort","","06-122-T006","06-122-T006","201003873","077122010","06/08/2010","80000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","80000.00","N",
"Department of the Air Force","","Administrative Tort","","afb 09-36","afb 09-36","201003874","075762010","06/02/2010","5000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5000.00","N",
"Department of the Air Force","","Administrative Tort","","AFB 10-11","AFB 10-11","201003875","075742010","06/02/2010","14730.15","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","14730.15","N",
"Department of the Air Force","","Administrative Tort","","AFB 09-36","AFB 09-36","201003877","077712010","06/11/2010","31000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","31000.00","N",
"Food Safety & Inspec","","Administrative Tort","","N/A","","201003878","081182010","06/17/2010","11000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","11000.00","N",
"Department of the Army","","Administrative Tort","","04-302-T008","04-302-T008","201003880","077182010","06/08/2010","1900000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","1900000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL #39210","GCL #39210","201003882","076572010","06/07/2010","27000.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","27000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 52672","GCL 52672","201003883","079702010","06/15/2010","150000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","150000.00","N",
"Forest Service","","Administrative Tort","","2007040084-001","2007040084-001","201003884","077832010","06/11/2010","13012.50","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","13012.50","N",
"Department of the Army","","Administrative Tort","","10-031-T021","10-031-T021","201003885","076782010","06/09/2010","5079.87","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5079.87","N",
"Department of the Army","","Administrative Tort","","10-171-T013","10-171-T013","201003886","078332010","06/11/2010","27995.16","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","27995.16","N",
"Animal & Plant Hlth","","Administrative Tort","","A-060-08","A-060-08","201003887","076002010","06/03/2010","3439.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3439.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SCR-2010-01845","TRT-SCR-2010-01845","201003889","076022010","06/09/2010","62.95","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","62.95","N",
"Department of the Army","","Administrative Tort","","09-201-T048","09-201-T048","201003894","077022010","06/08/2010","26500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","26500.00","N",
"Natl Park Service","","Administrative Tort","","TC-SF-10-13","TC-SF-10-13","201003895","076962010","06/08/2010","5751.35","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","5751.35","N",
"Department of Labor","","Administrative Tort","","0500-09-00530","0500-09-00530","201003896","078842010","06/11/2010","19746.45","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","19746.45","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-LA-255498","197C-LA-255498","201003897","076392010","06/04/2010","4784.26","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4784.26","N",
