Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Department of the Army","","Administrative Tort","","08-201-T133","08-201-T133","200904826","067002009","07/22/2009","28000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","7000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","35000.00","N",
"Marshals Service","","Administrative Tort","","na","","200904827","067042009","07/22/2009","2869.65","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2869.65","N",
"Customs and Border Protection","","Administrative Tort","","IN-2009-00580","IN-2009-00580","200904828","068092009","07/29/2009","191.02","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","191.02","N",
"Customs and Border Protection","","Administrative Tort","","in-2009-01972","in-2009-01972","200904829","067502009","07/24/2009","4588.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4588.00","N",
"Customs and Border Protection","","Administrative Tort","","IN-2009-01726","IN-2009-01726","200904830","067552009","07/24/2009","3021.97","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3021.97","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","ICEOPLA 90/1-09,191","ICEOPLA 90/1-09,191","200904831","067012009","07/22/2009","2550.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2550.00","N",
"Customs and Border Protection","","Administrative Tort","","in-2009-00191","in-2009-00191","200904832","067582009","07/24/2009","85.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","85.00","N",
"Customs and Border Protection","","Administrative Tort","","IN-2009-01423","IN-2009-01423","200904833","067472009","07/24/2009","122.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","122.00","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","ICEOPLA 90/1-09.170","ICEOPLA 90/1-09.170","200904834","067382009","07/23/2009","5608.79","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5608.79","N",
"Customs and Border Protection","","Administrative Tort","","in-2009-01480","in-2009-01480","200904835","067462009","07/24/2009","2901.14","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2901.14","N",
"Marshals Service","","Administrative Tort","","NA","","200904836","067032009","07/22/2009","2713.66","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2713.66","N",
"Independent Agencies inc. Nat'l Park Service","","Administrative Tort","","NOT PROVIDED","NOT PROVIDED","200904837","067062009","07/22/2009","5315.33","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5315.33","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NCR-2009-00549","TRT-NCR-2009-00549","200904839","067422009","07/24/2009","6.65","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","6.65","N",
"Alcohol Tobacco Fire","","Administrative Tort","","106.873","106.873","200904840","068312009","07/30/2009","3310.85","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3310.85","N",
"Customs and Border Protection","","Administrative Tort","","IN-2009-02090","IN-2009-02090","200904841","067532009","07/24/2009","281.45","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","281.45","N",
"Customs and Border Protection","","Administrative Tort","","IN-2009-02093","IN-2009-02093","200904843","067522009","07/24/2009","123.28","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","123.28","N",
"Environmental Protection Agency","90-11-6-1709","Administrative Tort","","NONE PROVIDED","","200904846","067072009","07/21/2009","0.00","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","303.38","42-USC-9620              ","CERCLA - Superfund","303.38","N",
"Department of the Air Force","","Administrative Tort","","09-377","09-377","200904847","067132009","07/23/2009","2750.63","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2750.63","N",
"Department of the Army","","Administrative Tort","","09-121T-034","09-121T-034","200904848","067112009","07/23/2009","6738.84","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6738.84","N",
"Department of Navy","","Administrative Tort","","J091744","J091744","200904849","067562009","07/24/2009","3788.75","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3788.75","N",
"Department of the Army","","Administrative Tort","","08131T042","08131T042","200904851","067412009","07/23/2009","15300.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","15300.00","N",
"Department of the Air Force","","Administrative Tort","","09-310","09-310","200904852","067402009","07/23/2009","4796.15","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4796.15","N",
"Department of the Army","","Administrative Tort","","08131T041","08131T041","200904855","069592009","08/06/2009","6500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6500.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GC LAWS 316-59429","GC LAWS 316-59429","200904857","067442009","07/23/2009","13500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","13500.00","N",
"Department of the Army","09-RSO-T002","Administrative Tort","","09-RSO-T002","09-RSO-T002","200904859","067722009","07/24/2009","2938.50","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2938.50","N",
"Coast Guard","","Administrative Tort","","09-32-LC-0264","09-32-LC-0264","200904860","067432009","07/23/2009","4650.01","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4650.01","N",
"Department of Veterans Affairs","","Administrative Tort","","101-11007","101-11007","200904864","067842009","07/29/2009","250000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","250000.00","N",
"Fed Bureau of Invest","197-NY-301523","Administrative Tort","","197-NY-301523","197-NY-301523","200904865","067492009","07/24/2009","3157.36","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3157.36","N",
"Department of Navy","","Administrative Tort","","J071081","J071081","200904866","067792009","07/29/2009","4000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4000.00","N",
"Department of Navy","","Administrative Tort","","J091498","J091498","200904867","067782009","07/29/2009","5000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5000.00","N",
"Department of Navy","","Administrative Tort","","J093091","J093091","200904868","067752009","07/29/2009","12441.69","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","12441.69","N",
"Forest Service","","Administrative Tort","","2009050088-001","2009050088-001","200904869","072592009","08/20/2009","5275.26","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5275.26","N",
"Department of Veterans Affairs","","Administrative Tort","","101-12503","101-12503","200904870","067822009","07/29/2009","600000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","600000.00","N",
"Department of Navy","","Administrative Tort","","J091081","J091081","200904871","067772009","07/29/2009","5835.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5835.00","N",
"Department of the Air Force","","Administrative Tort","","#09-300","#09-300","200904872","067652009","07/24/2009","4605.18","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4605.18","N",
"Department of Veterans Affairs","","Administrative Tort","","101-11897","101-11897","200904873","068192009","07/29/2009","300000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","300000.00","N",
"Department of Navy","","Administrative Tort","","J091792","J091792","200904874","067762009","07/29/2009","4750.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4750.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-LA-247832","197C-LA-247832","200904875","067622009","07/24/2009","2931.96","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2931.96","N",
"Department of the Army","09-121T-053","Administrative Tort","","09-121T-053","09-121T-053","200904877","067672009","07/24/2009","2949.23","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2949.23","N",
"Department of Veterans Affairs","","Administrative Tort","","101-9984","101-9984","200904878","071202009","08/13/2009","175000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","175000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","101-11782","101-11782","200904879","067812009","07/29/2009","300000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","300000.00","N",
"Department of the Air Force","","Administrative Tort","","09-271","09-271","200904884","068062009","07/28/2009","2852.18","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2852.18","N",
"Department of the Army","","Administrative Tort","","08282T008","08282T008","200904886","067902009","07/29/2009","20000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","20000.00","N",
"Customs and Border Protection","","Administrative Tort","","IN-2009-00654","IN-2009-00654","200904887","068012009","07/28/2009","3413.76","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3413.76","N",
"Customs and Border Protection","","Administrative Tort","","IN-2009-01221","IN-2009-01221","200904888","068102009","07/29/2009","97.41","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","97.41","N",
"Department of Navy","","Administrative Tort","","J091351","J091351","200904889","067952009","07/29/2009","3000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3000.00","N",
"Department of the Army","07-122-T039/T040/T041","Administrative Tort","","07-122-T039/T040/T041","07-122-T039/T040/T041","200904891","068362009","07/30/2009","3363865.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","3363865.00","N",
"Fed Bureau of Invest","197-HQ-1621497","Administrative Tort","","197--HQ-1621497","","200904894","067932009","07/29/2009","2693.20","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2693.20","N",
"Department of Navy","","Administrative Tort","","J090483","J090483","200904895","068002009","07/28/2009","7000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7000.00","N",
"Department of the Army","","Administrative Tort","","08172T044","08172T044","200904897","072022009","08/18/2009","5980.77","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5980.77","N",
"Fed Bureau of Invest","","Administrative Tort","","197-NY-300072","197-NY-300072","200904898","067892009","07/29/2009","3275.83","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3275.83","N",
"Department of Navy","","Administrative Tort","","J090636","J090636","200904899","068122009","07/29/2009","10310.40","28-USC-2672 Aircrash     ","Federal Tort Claims AcAircrasht/Admin/Aircrash","0.00","","","0.00","","","0.00","","","10310.40","N",
"Department of Navy","","Administrative Tort","","J093210","J093210","200904901","068132009","07/29/2009","4414.35","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4414.35","N",
"Department of Veterans Affairs","GCLaws","Administrative Tort","","GCLaws 518-54642","GCLaws 518-54642","200904902","068442009","07/30/2009","4087.20","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4087.20","N",
"General Services Administration","","Administrative Tort","","NOT PROVIDED","NOT PROVIDED","200904906","067882009","07/29/2009","2838.53","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2838.53","N",
"Fed Bureau of Invest","","Administrative Tort","","197ANY300993","197ANY300993","200904908","068022009","07/28/2009","5195.28","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5195.28","N",
"Department of the Army","","Administrative Tort","","09011T139","09011T139","200904909","067862009","07/29/2009","3956.86","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3956.86","N",
"Department of the Army","","Administrative Tort","","08131T114","08131T114","200904913","068112009","07/29/2009","4400.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4400.00","N",
"Natl Park Service","TC-01812A","Administrative Tort","","TC-01812A","","200904914","068072009","07/29/2009","6510.28","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6510.28","N",
"Indian Health Svc; Public Health Svc","","Administrative Tort","","08-0226; 08-0226","","200904915","068262009","07/29/2009","50000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","50000.00","N",
"Department of the Army","","Administrative Tort","","00-041-T032","00-041-T032","200904916","068162009","07/29/2009","2819.17","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2819.17","N",
"Department of the Army","","Administrative Tort","","09-201-T088","09-201-T088","200904917","068152009","07/29/2009","3873.21","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3873.21","N",
"Department of the Army","","Administrative Tort","","09-031-T076","09-031-T076","200904918","068142009","07/29/2009","5692.95","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5692.95","N",
"Independent Agencies inc. Nat'l Park Service","","Administrative Tort","","TC-SF-09-18","TC-SF-09-18","200904919","068212009","07/29/2009","2881.55","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2881.55","N",
"Customs and Border Protection","","Administrative Tort","","MI-2008-0813","MI-2008-0813","200904924","068292009","07/29/2009","35000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","35000.00","N",
"FEMA","09-0025C","Administrative Tort","","09-0025C","09-0025C","200904925","068562009","08/04/2009","13975.87","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","13975.87","N",
"Customs and Border Protection","","Administrative Tort","","IN-2009-01329","IN-2009-01329","200904926","069332009","08/05/2009","459.01","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","459.01","N",
"Customs and Border Protection","","Administrative Tort","","IN-2009-01678","IN-2009-01678","200904927","069462009","08/06/2009","3216.42","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3216.42","N",
"Department of the Army","08-354-T059","Administrative Tort","","08-354-T059","08-354-T059","200904929","068722009","08/05/2009","25000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","25000.00","N",
"Department of the Army","","Administrative Tort","","07311T009","07311T009","200904932","068432009","07/30/2009","5552.36","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","5552.36","N",
"Department of the Air Force","","Administrative Tort","","EAFB 09-170","EAFB 09-170","200904933","068422009","07/30/2009","5464.87","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5464.87","N",
"Department of Navy","","Administrative Tort","","J091040","J091040","200904935","068712009","08/04/2009","2782.23","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2782.23","N",
"Department of Veterans Affairs","","Administrative Tort","","31448756","31448756","200904936","069152009","08/04/2009","28000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","7000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","35000.00","N",
"Department of Navy","","Administrative Tort","","J081595","J081595","200904937","068702009","08/04/2009","10000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Internal Revenue Service/S&E","","Administrative Tort","","09-008","09-008","200904940","085172009","09/29/2009","2652.80","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2652.80","N",
"Department of the Army","","Administrative Tort","","08-012-T022","08-012-T022","200904942","068492009","07/30/2009","65000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","65000.00","N",
"Department of the Army","","Administrative Tort","","09301T061","09301T061","200904944","068452009","08/04/2009","11081.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","11081.00","N",
"Department of Navy","","Administrative Tort","","J090588","J090588","200904947","068672009","08/05/2009","10896.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10896.00","N",
"Department of Navy","","Administrative Tort","","J093199","J093199","200904948","068662009","08/04/2009","3838.11","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3838.11","N",
"Immigration & Custom","","Administrative Tort","","NONE PROVIDED","NONE PROVIDED","200904952","069132009","08/04/2009","4337.41","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4337.41","N",
"Department of Veterans Affairs","","Administrative Tort","","GGL32633237","GGL32633237","200904953","069222009","08/05/2009","35000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","35000.00","N",
"Bur of Land Mgmt","","Administrative Tort","","BLM.PN 11009","","200904956","068582009","08/04/2009","4610.81","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4610.81","N",
"Department of the Air Force","","Administrative Tort","","09-25","09-25","200904958","070812009","08/13/2009","4903.34","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4903.34","N",
"Department of the Air Force","","Administrative Tort","","AFB 09-17","AFB 09-17","200904964","068622009","08/05/2009","3536.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","3536.00","N",
"Department of Navy","","Administrative Tort","","J093172","J093172","200904967","069472009","08/06/2009","3526.52","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3526.52","N",
"Forest Service","","Administrative Tort","","08-6259","","200904968","068952009","08/04/2009","37500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","37500.00","N",
"Department of the Army","","Administrative Tort","","06371T034","06371T034","200904969","068862009","08/05/2009","25000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","25000.00","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","N/A","N/A","200904970","068942009","08/04/2009","18000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","18000.00","N",
"Department of Navy","","Administrative Tort","","J093281","J093281","200904972","069422009","08/06/2009","15410.23","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","15410.23","N",
"Department of Navy","","Administrative Tort","","J080006","J080006","200904975","069452009","08/06/2009","2679.20","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2679.20","N",
"Internal Revenue Service/S&E","","Administrative Tort","","IRS# 09-049","IRS# 09-049","200904976","068912009","08/05/2009","3326.34","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3326.34","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","N/A","N/A","200904977","068782009","08/05/2009","40000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","40000.00","N",
"Department of Navy","","Administrative Tort","","J091526","J091526","200904978","072612009","08/20/2009","5096.90","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","5096.90","N",
"Department of Veterans Affairs","","Administrative Tort","","GCLAWS 518-54842","GCLAWS 518-54842","200904980","068762009","08/04/2009","4087.20","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4087.20","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL66253787","GCL66253787","200904981","068752009","08/04/2009","22000.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","22000.00","N",
"Department of the Air Force","","Administrative Tort","","09-10","09-10","200904987","068882009","08/05/2009","4503.31","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4503.31","N",
"Marshals Service","","Administrative Tort","","NOT PROVIDED","NOT PROVIDED","200904988","074602009","08/26/2009","2696.91","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2696.91","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","N/A","N/A","200904989","068972009","08/04/2009","9565.75","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9565.75","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","N/A","N/A","200904992","069062009","08/04/2009","22000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","22000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","59204","59204","200904993","069042009","08/04/2009","4955.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4955.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL#21819","GCL#21819","200904994","069512009","08/06/2009","75000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","75000.00","N",
"Geological Survey","","Administrative Tort","","TC-SF-09-17","TC-SF-09-17","200905000","069542009","08/06/2009","4483.91","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4483.91","N",
"Department of Navy","","Administrative Tort","","J080033","J080033","200905003","070912009","08/13/2009","11713.80","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","11713.80","N",
"DHS - TSA  Trans. SEC. Admin.","","Administrative Tort","","2008033141614","2008033141614","200905005","070142009","08/10/2009","3318.26","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","3318.26","N",
"Department of Veterans Affairs","","Administrative Tort","","598-60421","598-60421","200905007","069092009","08/04/2009","100000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","100000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","630-25892","630-25892","200905009","069002009","08/04/2009","10292.25","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10292.25","N",
"Department of the Army","","Administrative Tort","","09281T039","09281T039","200905012","069052009","08/04/2009","3516.44","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3516.44","N",
"Department of Navy","","Administrative Tort","","J091688","J091688","200905013","069482009","08/06/2009","5337.50","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5337.50","N",
"Department of Veterans Affairs","","Administrative Tort","","662-59412","662-59412","200905016","069242009","08/06/2009","7320.85","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7320.85","N",
"Department of Veterans Affairs","","Administrative Tort","","52557","52557","200905017","069162009","08/04/2009","110000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","110000.00","N",
"Department of Navy","","Administrative Tort","","J090148","J090148","200905019","069342009","08/05/2009","5500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5500.00","N",
"Department of the Army","","Administrative Tort","","08-201-T107","08-201-T107","200905023","069212009","08/05/2009","4500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4500.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GC Laws # 52622","GC Laws # 52622","200905024","069192009","08/05/2009","2557.86","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2557.86","N",
"Department of the Army","","Administrative Tort","","09-121T-016","09-121T-016","200905028","069432009","08/06/2009","4078.91","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4078.91","N",
"Customs and Border Protection","","Administrative Tort","","TU:09-05766:MLB","TU:09-05766:MLB","200905029","069302009","08/05/2009","3431.08","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3431.08","N",
"Department of the Army","","Administrative Tort","","09301T008","09301T008","200905030","069322009","08/06/2009","10000.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","10000.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197-WF-240466","197-WF-240466","200905031","069352009","08/05/2009","3303.57","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3303.57","N",
"Department of the Army","","Administrative Tort","","09-031-T084","09-031-T084","200905032","069382009","08/06/2009","3716.47","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3716.47","N",
