Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Alcohol Tobacco Fire","","Administrative Tort","","CC-114-771","CC-114-771","201102441","025792011","03/24/2011","3851.57","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3851.57","N",
"Department of Veterans Affairs","","Administrative Tort","","GCLAWS #62604","GCLAWS #62604","201102442","026992011","04/15/2011","5071.26","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5071.26","N",
"Department of the Army","","Administrative Tort","","10271T040","10271T040","201102443","027092011","04/15/2011","11200.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","11200.00","N",
"JFK - Center for the Performing Arts","","Administrative Tort","","NOT SUBMITTED","NOT SUBMITTED","201102444","027612011","04/01/2011","3154.70","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3154.70","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL528-23232","GCL528-23232","201102446","025292011","03/24/2011","20000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","20000.00","N",
"Department of the Army","","Administrative Tort","","11-201-T019","11-201-T019","201102448","024902011","03/23/2011","8603.90","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8603.90","N",
"Department of Health and Human Services","","Administrative Tort","","2010-0062","2010-0062","201102454","025282011","03/24/2011","3000.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","3000.00","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-02831","IN-2010-02831","201102456","024912011","03/25/2011","746.06","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","746.06","N",
"Department of the Army","","Administrative Tort","","11-201-T052","11-201-T052","201102457","024892011","03/23/2011","2552.27","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2552.27","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-03095","IN-2010-03095","201102459","025602011","03/25/2011","643.96","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","643.96","N",
"Department of Navy","","Administrative Tort","","J110690","J110690","201102461","031892011","05/04/2011","10720.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10720.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-AT-106558","197C-AT-106558","201102463","025162011","04/15/2011","8371.32","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8371.32","N",
"Department of the Army","","Administrative Tort","","09131T086","09131T086","201102464","026642011","03/25/2011","10000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","31871651","31871651","201102465","030312011","04/15/2011","12000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","12000.00","N",
"Department of the Army","","Administrative Tort","","11-372-T009","11-372-T009","201102467","025412011","03/24/2011","2969.81","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2969.81","N",
"Department of the Army","","Administrative Tort","","11-372-T008","11-372-T008","201102468","025422011","03/24/2011","2788.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","2788.00","N",
"Department of Veterans Affairs","","Administrative Tort","","55023-GC LAWS","55023-GC LAWS","201102470","025182011","04/15/2011","50000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","50000.00","N",
"Indian Health Svc","","Administrative Tort","","CLAIM #09-0421","","201102471","024262011","03/22/2011","71115.60","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","71115.60","N",
"Indian Health Svc","","Administrative Tort","","CLAIM #09-0421","","201102471","024272011","03/22/2011","78884.40","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","78884.40","N",
"Department of the Army","","Administrative Tort","","08-CO1-T007","08-CO1-T007","201102476","029432011","04/11/2011","30000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","30000.00","N",
"Department of Navy","","Administrative Tort","","J111035","J111035","201102478","027622011","04/01/2011","3024.53","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3024.53","N",
"Department of the Air Force","","Administrative Tort","","10-12","10-12","201102479","037052011","06/09/2011","0.00","","","0.00","","","9655.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","9655.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-WXR-2010-04654","TRT-WXR-2010-04654","201102481","025152011","04/15/2011","120.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","120.00","N",
"DHS - TSA  Trans. SEC. Admin.","","Administrative Tort","","2008052744828","","201102482","025132011","04/15/2011","4062.02","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4062.02","N",
"Bureau of Prisons","","Administrative Tort","","TRT-MXR-2010-04870","TRT-MXR-2010-04870","201102483","036022011","05/26/2011","140.10","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","140.10","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-LA-255322","197C-LA-255322","201102484","025122011","04/15/2011","5175.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5175.00","N",
"Secret Service at Homeland Security","","Administrative Tort","","403-809-171316-S","403-809-171316-S","201102485","026072011","03/25/2011","8358.09","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8358.09","N",
"Secret Service at Homeland Security","","Administrative Tort","","115-810-85152-S","115-810-85152-S","201102486","026062011","03/25/2011","7500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7500.00","N",
"Department of Veterans Affairs","","Administrative Tort","","642-39233","642-39233","201102487","025102011","04/15/2011","100000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","100000.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-LA-256699","197C-LA-256699","201102488","032732011","05/06/2011","10000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 362-67512","GCL 362-67512","201102489","025082011","04/15/2011","50000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","50000.00","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-04617","IN-2010-04617","201102491","025482011","03/24/2011","4427.54","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4427.54","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 528-25253","GCL 528-25253","201102492","025362011","03/23/2011","3000.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","3000.00","N",
"Fish & Wildlife Svc","","Administrative Tort","","T-D-11-0054","","201102493","025372011","03/24/2011","2880.37","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","2880.37","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SER-2010-06415","TRT-SER-2010-06415","201102494","025352011","03/25/2011","60.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","60.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SER-20111-00068","TRT-SER-20111-00068","201102495","025392011","03/25/2011","156.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","156.00","N",
"Natl Park Service","","Administrative Tort","","TC-SF-11-06","","201102496","025342011","03/24/2011","3341.91","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3341.91","N",
"DHS - TSA  Trans. SEC. Admin.","","Administrative Tort","","2009032056513","2009032056513","201102497","025832011","03/24/2011","2616.17","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","2616.17","N",
"Secret Service at Homeland Security","","Administrative Tort","","115-809-85489-S","115-809-85489-S","201102498","026012011","03/25/2011","2603.29","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2603.29","N",
"Department of Navy","","Administrative Tort","","J110465","J110465","201102500","026102011","03/25/2011","14298.33","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","14298.33","N",
"Department of the Air Force","","Administrative Tort","","AFB 10-8","AFB 10-8","201102501","027692011","04/07/2011","4496.16","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4496.16","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-SL-194804","197C-SL-194804","201102503","025822011","03/24/2011","4113.75","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4113.75","N",
"Department of the Army","","Administrative Tort","","10-301-T142","10-301-T142","201102504","025202011","04/15/2011","10000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Bureau of Prisons","","Administrative Tort","","2010-02457","2010-02457","201102505","030852011","05/03/2011","40.41","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","40.41","N",
"Department of the Army","","Administrative Tort","","10-301-T143","10-301-T143","201102506","025212011","04/15/2011","14000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","14000.00","N",
"Department of the Air Force","Intentionally Blank","Administrative Tort","","Intentionally Blank","Intentionally Blank","201102509","030832011","04/20/2011","11170.30","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","11170.30","N",
"Department of the Army","","Administrative Tort","","11151T032","11151T032","201102512","025252011","03/24/2011","8431.97","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","8431.97","N",
"Department of the Army","","Administrative Tort","","11-301-T062","11-301-T062","201102513","025192011","04/15/2011","6979.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6979.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL642-38813","GCL642-38813","201102514","027682011","04/01/2011","125000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","125000.00","N",
"Department of the Army","","Administrative Tort","","10-101-T023","10-101-T023","201102515","025572011","03/24/2011","6200.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6200.00","N",
"Department of the Army","","Administrative Tort","","10-101-T023","10-101-T023","201102515","025582011","03/24/2011","6231.10","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6231.10","N",
"Department of Veterans Affairs","","Administrative Tort","","101-15471","101-15471","201102517","027152011","04/01/2011","250000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","250000.00","N",
"Department of the Army","","Administrative Tort","","10-N26-T013","10-N26-T013","201102518","025512011","03/24/2011","6049.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6049.00","N",
"Natl Park Service","","Administrative Tort","","T-D-11-0009EM","T-D-11-0009EM","201102519","026352011","04/01/2011","3060.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","3060.00","N",
"Architect of the Capitol","","Administrative Tort","","09-2600","09-2600","201102520","025762011","03/24/2011","10717.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","10717.00","N",
"Department of Veterans Affairs","","Administrative Tort","","598-GCL70058","598-GCL70058","201102521","025732011","03/24/2011","7978.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","7978.00","N",
"Department of the Army","","Administrative Tort","","1151T031","1151T031","201102524","027062011","04/15/2011","7902.26","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7902.26","N",
"Department of Veterans Affairs","","Administrative Tort","","101-13831","101-13831","201102525","031362011","04/26/2011","150000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","150000.00","N",
"Department of the Army","","Administrative Tort","","11-261-T043","11-261-T043","201102526","025472011","03/24/2011","3752.84","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3752.84","N",
"Department of Navy","","Administrative Tort","","J110189","J110189","201102527","037822011","06/10/2011","29678.63","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","29678.63","N",
"Department of Agriculture; Natural Resource C","","Administrative Tort","","NOT SUBMITTED; SUBMITTED","NOT SUBMITTED","201102529","028392011","04/07/2011","10000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","101-14749","101-14749","201102530","027142011","04/01/2011","50000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","50000.00","N",
"Bur of Indian Affair","","Administrative Tort","","T-T-800","","201102531","025972011","03/24/2011","3000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3000.00","N",
"Department of the Army","","Administrative Tort","","10341T035","10341T035","201102534","025982011","03/24/2011","25000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","25000.00","N",
"Fed Aviation Admin","","Administrative Tort","","FAA DOCKET NUMBER 09-046","FAA DOCKET NUMBER 09-046","201102535","025992011","03/24/2011","38798.89","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","38798.89","N",
"Department of Veterans Affairs","","Administrative Tort","","598-GCL69252","598-GCL69252","201102536","025852011","03/24/2011","20000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","20000.00","N",
"Bureau of Prisons","","Administrative Tort","","2010-06246","2010-06246","201102538","025882011","03/25/2011","25.50","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","25.50","N",
"Fed Bureau of Invest","","Administrative Tort","","66A-DE-105681","66A-DE-105681","201102539","026882011","03/28/2011","5001.98","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5001.98","N",
"Department of the Army","","Administrative Tort","","10351T130","10351T130","201102540","030102011","04/20/2011","7000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7000.00","N",
"Forest Service","","Administrative Tort","","2011040029-001","2011040029-001","201102541","026362011","04/01/2011","10572.86","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10572.86","N",
"Department of the Army","","Administrative Tort","","11-171-T025","11-171-T025","201102542","026132011","03/25/2011","5042.49","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5042.49","N",
"Animal & Plant Hlth; Department of Agriculture","","Administrative Tort","","A-101-10; A-101-10","A-101-10","201102543","025772011","03/24/2011","2550.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2550.00","N",
"Department of the Army","","Administrative Tort","","11141T031","11141T031","201102544","027082011","04/15/2011","5072.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5072.00","N",
"Department of Veterans Affairs","","Administrative Tort","","362-77508","362-77508","201102545","025442011","03/24/2011","9033.63","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9033.63","N",
"Alcohol Tobacco Fire","","Administrative Tort","","CCMS-110-557","CCMS-110-557","201102546","026142011","03/25/2011","9643.27","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9643.27","N",
"Agricultural Res Svc","","Administrative Tort","","NOT SUBMITTED","","201102547","027362011","04/01/2011","13498.97","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","13498.97","N",
"Department of the Army","","Administrative Tort","","11-301-T053","11-301-T053","201102549","026052011","03/25/2011","5934.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5934.00","N",
"Department of the Army","","Administrative Tort","","11-301-T052","11-301-T052","201102550","026032011","03/25/2011","3027.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3027.00","N",
"Indian Health Svc","","Administrative Tort","","2011-0180","2011-0180","201102552","026082011","03/25/2011","7308.30","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7308.30","N",
"Department of Veterans Affairs","","Administrative Tort","","596-41217","596-41217","201102553","025922011","03/24/2011","3079.05","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3079.05","N",
"Bur of Indian Affair","","Administrative Tort","","T-A-10-009","T-A-10-009","201102557","025812011","03/24/2011","3980.14","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3980.14","N",
"Department of the Army","","Administrative Tort","","11-171-T019","11-171-T019","201102559","025552011","03/24/2011","16493.72","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","16493.72","N",
"Department of the Army","","Administrative Tort","","11131t011","11131t011","201102560","026272011","03/25/2011","3607.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3607.00","N",
"Alcohol Tobacco Fire","","Administrative Tort","","CCMS-117,198","CCMS-117,198","201102561","028242011","04/07/2011","2999.34","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2999.34","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NCR-2011-00934","TRT-NCR-2011-00934","201102562","025872011","03/25/2011","62.53","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","62.53","N",
"Natl Park Service","","Administrative Tort","","T-S-10-018","T-S-10-018","201102564","025742011","03/24/2011","7273.18","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","7273.18","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-CG-133109","197C-CG-133109","201102565","026202011","03/25/2011","3431.60","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3431.60","N",
"Department of Navy","","Administrative Tort","","J110292","J110292","201102567","027372011","04/01/2011","4348.74","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4348.74","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL642/39970","GCL642/39970","201102568","026232011","03/25/2011","25000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","25000.00","N",
"Customs and Border Protection","","Administrative Tort","","IN-2011-00268","IN-2011-00268","201102570","026382011","03/25/2011","221.43","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","221.43","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-02804","IN-2010-02804","201102571","026332011","03/29/2011","137.98","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","137.98","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SCR-2011-00954","TRT-SCR-2011-00954","201102573","026212011","03/25/2011","53.95","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","53.95","N",
"Geological Survey","","Administrative Tort","","11-99","","201102579","026262011","03/25/2011","3420.55","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3420.55","N",
"Department of the Air Force","","Administrative Tort","","CLAIM 11-1","CLAIM 11-1","201102581","027192011","04/01/2011","3025.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3025.00","N",
"Department of the Army","","Administrative Tort","","11-301-T050","11-301-T050","201102582","026252011","03/25/2011","12000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","12000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","101-14126","101-14126","201102583","027162011","04/01/2011","500000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","500000.00","N",
"Department of Navy","","Administrative Tort","","J110713","J110713","201102584","026402011","04/01/2011","4480.69","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4480.69","N",
"Department of Navy","","Administrative Tort","","J110260","J110260","201102585","026842011","04/01/2011","15450.77","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","15450.77","N",
"DHS - TSA  Trans. SEC. Admin.","","Administrative Tort","","2009032056513","2009032056513","201102586","026302011","04/01/2011","5850.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","5850.00","N",
"Department of the Army","","Administrative Tort","","11172T022","11172T022","201102588","026292011","03/25/2011","3600.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3600.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL67487879","GCL67487879","201102589","030692011","04/20/2011","85182.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","85182.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL67488080","GCL67488080","201102591","027832011","04/07/2011","20000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","20000.00","N",
"FLETC at Homeland Security","","Administrative Tort","","2011-0199-116-052","2011-0199-116-052","201102592","026322011","03/25/2011","13000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","13000.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-PH-107680","197C-PH-107680","201102593","026312011","04/01/2011","6493.83","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6493.83","N",
"Department of the Air Force","Intentionally Blank","Administrative Tort","","Intentionally Blank","Intentionally Blank","201102595","028032011","04/07/2011","9075.54","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9075.54","N",
"Department of the Air Force","","Administrative Tort","","AFB 11-02","AFB 11-02","201102597","027672011","04/01/2011","4100.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4100.00","N",
"Customs and Border Protection","","Administrative Tort","","MC-2009-00373","","201102599","026802011","03/28/2011","6212.49","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6212.49","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-04611","IN-2010-04611","201102600","026942011","03/29/2011","396.52","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","396.52","N",
"Bur of Reclamation","","Administrative Tort","","TIB 3102","TIB 3102","201102602","026432011","03/25/2011","11415.83","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","11415.83","N",
"Department of Navy","","Administrative Tort","","J110721","J110721","201102605","027382011","04/01/2011","4652.55","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4652.55","N",
"Department of the Air Force","","Administrative Tort","","AFB 10-4","AFB 10-4","201102606","028072011","04/07/2011","15954.73","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","15954.73","N",
"Department of the Army","","Administrative Tort","","2011-361-T006","2011-361-T006","201102607","026792011","03/28/2011","3089.70","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3089.70","N",
"Department of the Army","","Administrative Tort","","11-041-T011","11-041-T011","201102609","026502011","04/01/2011","4287.68","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","4287.68","N",
"Food Safety & Inspec","","Administrative Tort","","11-020","11-020","201102614","026512011","04/01/2011","5451.53","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5451.53","N",
"Department of the Army","","Administrative Tort","","11-161-T027","11-161-T027","201102615","026782011","04/01/2011","3876.32","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3876.32","N",
"Department of the Army","","Administrative Tort","","11391T013","11391T013","201102616","027012011","04/15/2011","4799.69","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4799.69","N",
"DHS - Immigration  & Customs Enforcement (ICE)","Montemayor Cantu","Administrative Tort","","None Provided","None Provided","201102617","029072011","04/07/2011","19000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","19000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCLAWS 518-59623","GCLAWS 518-59623","201102618","027182011","04/01/2011","125000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","125000.00","N",
